Date,Open,High,Low,Close
2002-12-01,2.396,2.396,2.396,2.396
2003-01-01,2.396,2.396,2.396,2.396
2003-02-01,2.375,2.375,2.375,2.375
2003-03-01,2.537,2.537,2.537,2.537
2003-04-01,2.659,2.659,2.659,2.659
2003-05-01,2.358,2.358,2.358,2.358
2003-06-01,2.607,2.607,2.607,2.607
2003-07-01,2.666,2.666,2.666,2.666
2003-08-01,2.875,2.875,2.875,2.875
2003-09-01,2.777,2.777,2.777,2.777
2003-10-01,2.882,2.882,2.882,2.882
2003-11-01,2.993,2.993,2.993,2.993
2003-12-01,2.780,2.780,2.780,2.780
2004-01-01,2.852,2.852,2.852,2.852
2004-02-01,2.681,2.681,2.681,2.681
2004-03-01,2.632,2.632,2.632,2.632
2004-04-01,2.809,2.809,2.809,2.809
2004-05-01,2.888,2.888,2.888,2.888
2004-06-01,3.040,3.040,3.040,3.040
2004-07-01,2.957,2.957,2.957,2.957
2004-08-01,2.825,2.825,2.825,2.825
2004-09-01,2.750,2.750,2.750,2.750
2004-10-01,2.623,2.623,2.623,2.623
2004-11-01,2.443,2.443,2.443,2.443
2004-12-01,2.382,2.382,2.382,2.382
2005-01-01,2.249,2.249,2.249,2.249
2005-02-01,2.381,2.381,2.381,2.381
2005-03-01,2.355,2.355,2.355,2.355
2005-04-01,2.074,2.074,2.074,2.074
2005-05-01,2.014,2.014,2.014,2.014
2005-06-01,1.999,1.999,1.999,1.999
